상품코드,브랜드명,상품명,가격,성별,리뷰내용,옵션,키,몸무게,배송,포장,사이즈,밝기,색감,두께감,보온성,무게감,발색력,지속력,수분감,수납공간
3300009,LENIC&MCCOY,르니 골드 브로치 글렌 체크 린넨 반팔 자켓 MK06JK211HJY,"269,900",여,여름에 차려입기 좋은 아우터입니다! 퍼프모양이라서 두꺼운 어깨 커버 가능이요!ㅋㅋ,GREEN/ONE SIZE,166,65,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,카라로 되어있는 니트반팔티를 사고싶었는데 싸고 이쁘고 핏감도 괜찮아서 좋았습니다! 단 니플패치 챙기세요,"이안 아이보리/2(95~100)
                                    
                                        , 플랙스 반다이크브라운 2",173,68,빨라요,꼼꼼해요,보통이에요,밝아요,보통이에요,얇아요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",-,할인해서 어반드레스 제품 처음 구매 해봤는데좋아요!,"이안 반다이크브라운/2(95~100)
                                    
                                        , 플랙스 블랙 2",0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,여자친구가 차은우 같대요휘뚜루마뚜루 입기 좋습니다,"이안 그린/2(95~100)
                                    
                                        , 플랙스 베이지 2",185,85,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,할인해서 어반드레스 제품 처음 구매 해봤는데좋아요!,"이안 반다이크브라운/2(95~100)
                                    
                                        , 플랙스 블랙 2",170,63,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,아무때나 입기 좋아요저같은 패션고자들에게 추천합니다,"이안 그린/2(95~100)
                                    
                                        , 플랙스 베이지 2",185,85,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,라운드랑 단추 두개 샀는데 단추가 더 이쁜 것 같습니다. 흰색에 검은 단추여서 이뿌네용 재질도 좋은 것 같고 싸게싸게 입기 좋습니다 재구매 의사도 있습니다!,"이안 아이보리/2(95~100)
                                    
                                        , 플랙스 반다이크브라운 2",171,65,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,할인해서 어반드레스 제품 처음 구매 해봤는데좋아요!,"이안 반다이크브라운/2(95~100)
                                    
                                        , 플랙스 블랙 2",170,63,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,색감도 이쁘고 면도 보들보들해서 맨살에 입기 좋아요 !!,"이안 올리브그린/2(95~100)
                                    
                                        , 플랙스 화이트 2",174,70,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,지금 일주일에 한번씩입는중 색도이쁘고 딱좋은거같습니다 9월까진 입을듯,"이안 그린/2(95~100)
                                    
                                        , 플랙스 베리페리 2",174,74,빨라요,아쉬워요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,합리적인 가격에 마음에 드는 디자인입니다빠르게 받아서 더욱 좋았고요 다른 색상도 구매 의사 있습니다,"이안 아이보리/2(95~100)
                                    
                                        , 플랙스 화이트 2",170,75,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",-,합리적인 가격으로 좋은제품 빠르게 받아 기분좋습니다.,"이안 클래식블루/3(100~105)
                                    
                                        , 플랙스 반다이크브라운 3",0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300013,AVANDRESS,[패키지] 이안 버튼 카라 반팔 니트 & 플랙스 라운드 니트 반팔,"102,000",남,저렴한 가격에 예쁜 옷 잘 삿습니다돌려입기 좋네요,"이안 그린/2(95~100)
                                    
                                        , 플랙스 베이지 2",185,85,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300016,ALVINCLO,2XL~4XL 빅사이즈 야자수 SOUL SURFER 오버핏 반팔티 BE54872 (3 COLOR),"32,900",-,친구한테 선물로 줬는데 좋아하네요 잘입을게요,크림/2(3XL~4XL),0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300016,ALVINCLO,2XL~4XL 빅사이즈 야자수 SOUL SURFER 오버핏 반팔티 BE54872 (3 COLOR),"32,900",남,생각보다 크고티셔츠는 예쁘네요.한장 더 구매해둘까 고민ㅎ,블랙/2(3XL~4XL),177,95,빨라요,꼼꼼해요,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300021,diadora,에르미나 테니스 플리츠 스커트 GREEN,"129,000",여,"화이트 구매해서 잘 입고 있어서, 초록색도 구매해요. 움직일때 편하고 일단 색이 이뻐요.",XS75,159,52,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,-
3300021,diadora,에르미나 테니스 플리츠 스커트 GREEN,"129,000",-,"배송도 빠르게 오는 편이고,상품도 좋습니다. 감사합니다.",M85,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300021,diadora,에르미나 테니스 플리츠 스커트 GREEN,"129,000",-,배송이 빨라서 놀랐어요 추천합니다. 오랜 기간 사용해봤는데도 만족하고 있습니다.,M85,0,0,아쉬워요,아쉬워요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300021,diadora,에르미나 테니스 플리츠 스커트 GREEN,"129,000",여,일단 S는 작고 M은 넉넉하게 나왔네요. 허리부븐이 좀 큰거 같아요. 근데 디자인이이쁘고 색감이 좋아서 잘 입어질 듯 합니다.,M85,161,58,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300026,UFC SPORT,UFC 액티브 슬림핏 래쉬가드 (W) 블랙 U4LSU2204BK,"89,000",여,XS 사이즈도 사알짝 낙낙하게 크긴 했지만 몸에 맞는 레쉬가드 얻게 돼서 기뻐요. 잘 입고 다닐게요 !,XS,163,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",여,초5  아이가 입었는데  딱 알맞게 잘 맞아요제가 입었으면 엄청  딱붙게 입을 옷이었을것 같아요반팔티 치고는 원단이 톡톡한편이구요배색이 되있어서  깔끔하고 무난해요스티커가 너무 귀엽네요,FREE,140,30,빨라요,꼼꼼해요,작아요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",여,길이는 짧지는 않은편이구요딱 기본형이예요 어깨는 좀 좁은편인것 같아서 성인은 마른분이 입으셔야 할듯하네요.세탁해봐야 알겠지만 일단은 잘맞고 마음에 듭니다^^,FREE,140,30,빨라요,꼼꼼해요,작아요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",여,초딩 딸 입히려고 구매했아요. 면도 적당히 얇으며 좋은거같고 괜찮아보야요. 입혀보니 아직 키가 작아서 그런지 크롭보단 그냥 티 같지만 이쁩니다,FREE,147,40,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",-,이쁘고 좋음 살빼고입으려고했는데 살못빼서 별로 못입음 내년엔 입어주마,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",여,몸집이작은편인데 생각보다 더 작아서딸줬어요 초딩딸 입으니잘맞네요ㅋ,FREE,157,43,빨라요,꼼꼼해요,작아요,밝아요,선명해요,얇아요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",여,초5  아이  입히려고 작은사이즈 찾아서 구입해봤어요깔끔하고 가성비 좋은옷인것 같네요잘입히겠습니다,FREE,140,30,빨라요,꼼꼼해요,작아요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300028,TEDDYPOP,링거 크롭 반팔 티셔츠 [WHITE],"39,000",여,적당한 길이의 크롭탑이에요 너무 귀엽고 여름에 무난하게 잘 입을수 있을것 같아요 두께도 적당해서 비치지않아여,FREE,165,56,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300030,LACOSTE,공용 빅크록 폴로셔츠 [라이트블루],"179,000",남,일단 사이즈 고민을 많이 했습니다M과 L사이즈중에..루즈핏이라고 기재해서 L사이즈를 선택했는데 M사이즈를 구매했어도 루즈하게 나왔을거같아요박시하고 루즈핏을 좋아해서 나름 괜찮다고 생각이 듭니다 올여름 반바지와 자주 매치해서 착용할거 같아요,00L,175,68,빨라요,꼼꼼해요,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300030,LACOSTE,공용 빅크록 폴로셔츠 [라이트블루],"179,000",남,너무 맘에 듭니다 배송도 빠르고 포장도 꼼꼼합니다받자마자 무신사 사이트에서 본것보다 더 이쁩니다,00L,175,68,빨라요,꼼꼼해요,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300030,LACOSTE,공용 빅크록 폴로셔츠 [라이트블루],"179,000",남,올여름 밝은 블루 계열에 라코스테 pk카라티가 생각이 났었는데 딱 요 모델이 나와서 그것도 큰 할인금액에 값싸게 사서 너무 만족합니다,00L,175,68,빨라요,꼼꼼해요,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300032,LACOSTE,남성 GOLF 크록 패턴 올오버 프린트 반팔 폴로 DH5181-53G XIF,"169,000",여,로고플레이 좋아하는 한국인에게 잘 맞아요근데 로고가 많아서 통풍이 안돼서 더워요,005,155,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300032,LACOSTE,남성 GOLF 크록 패턴 올오버 프린트 반팔 폴로 DH5181-53G XIF,"169,000",여,로고플레이 좋아하는 한국인에게 잘 맞아요근데 로고가 많아서 통풍이 안돼서 더워요,005,155,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300032,LACOSTE,남성 GOLF 크록 패턴 올오버 프린트 반팔 폴로 DH5181-53G XIF,"169,000",여,로고플레이 좋아하는 한국인에게 잘 맞아요근데 로고가 많아서 통풍이 안돼서 더워요,005,155,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,핏도 이쁘고 좋네요 여름에 입기 시원한 재질입니다,FREE,175,90,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,저렴하게 잘 구매해서 기분이 좋아요 색감은 똑같아요.,FREE,179,62,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,"얇아서 시원하고, 허리도 편하고, 핏도 좋아 아주 만족합니다~~",FREE,177,84,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,핏도 이쁘고 좋네요 여름에 입기 시원한 재질입니다,FREE,175,90,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,사이즈좋고 통이커서 편했엉ㆍ느 바스락이라 더좋음,FREE,187,83,아쉬워요,꼼꼼해요,커요,어두워요,선명해요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,핏도 이쁘고 좋네요 여름에 입기 시원한 재질입니다,FREE,175,90,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",여,얇은 나일론이라 시원하고 핏도 예뻐서 만족스러워요,FREE,163,53,빨라요,꼼꼼해요,커요,밝아요,보통이에요,얇아요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",여,색이 혹시라도 다르면 어떡하지하고 걱정했는데 화면이랑 똑같아요 근데 생각보다 매치하기 애매해서 휘뚜루 마뚜루템은 아닌 게 아쉬워여ㅠㅠ,FREE,167,70,빨라요,꼼꼼해요,커요,어두워요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",-,소화하기 나름일 듯 같네요.잘못입으면 없어보일 것 같은데잘입으면 이쁠 것 같습니다.소재나 디자인 마음에 듭니다.,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,저렴하게 잘 구매해서 기분이 좋아요 색감은 똑같아요-,FREE,179,62,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300036,SK8ER ROCK,Nylon Cargo Wide Long Half Pants Beige,"64,000",남,핏 좋고 재질이 엄청 시원해서 올 여름에 자주 입을 것 같아요~,FREE,177,84,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300041,LACOSTE,라코스테×넷플릭스 남성 레터링 AOP 트랙팬츠 XH9342-53G 291,"229,000",여,신축성 없고 사이즈는 잘 맞으나 한여름에는 더울거 같어요앉았다 일어나기 살짝 불편하대요(허리32-33),00M,170,75,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300041,LACOSTE,라코스테×넷플릭스 남성 레터링 AOP 트랙팬츠 XH9342-53G 291,"229,000",여,옷은 예쁜데 신축성이 전혀없고여름에는 더울거 같아여ㅜㅜ핏은 이뻐용,00M,170,75,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300042,UFC SPORT,UFC 1993 아치 로고 볼캡 블루 U2HWU2327BL,"43,000",-,편하고 빈티지하게 쓰고 댕길 수 있어요 이쁩니다!,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300042,UFC SPORT,UFC 1993 아치 로고 볼캡 블루 U2HWU2327BL,"43,000",-,편하고 빈티지하게 쓰고 댕길 수 있어요 이쁩니다!,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300042,UFC SPORT,UFC 1993 아치 로고 볼캡 블루 U2HWU2327BL,"43,000",-,Ufc 제품 처음 써보는데 좋습니다! 색이 진짜 예뻐요,FREE,0,0,빨라요,꼼꼼해요,보통이에요,어두워요,흐려요,-,-,-,-,-,-,-
3300042,UFC SPORT,UFC 1993 아치 로고 볼캡 블루 U2HWU2327BL,"43,000",-,편하고 빈티지하게 쓰고 댕길 수 있어요 이쁩니다!,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300045,TEDDYPOP,링거 크롭 반팔 티셔츠 [GREEN],"39,000",여,좋아요 너무 이뻐요 그리고 품질도 너무 좋아요! 다시 살거에요,FREE,166,46,빨라요,꼼꼼해요,작아요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,"오랫만에 7부 팬츠 입어 보는데 예쁘네요.올 여름 비가 많이 온다는데 딱 적당한 핏과 소재,두께네요.아래 스트랩을 살짝 조였을때 더욱더 멋진 핏이 나오는것 같아요.",FREE,182,79,빨라요,아쉬워요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",여,허리가 밴딩이라 편하게 착용하기에 좋고 기장도 무릎을 덮어서 딱 좋은 것 같아요! 색상도 마음에 듭니다,FREE,165,54,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,배송받고 입자마자 너무 맘에들어서 바로 입고 나갔어요.!색감은 어두운카키? 느낌이라 상의 매치하기 굉장히 쉬워서 정말 휘뚜루마뚜루 막 입고 다니고 있숩니다얇아서 빨래하고 금방말라서 개꿀.! 핏도 제가 딱 원하는 핏이라 걍 사랑임당ㅋ,FREE,171,59,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,얇고 시원한 재질이라 여름에 막 입기 편해요 허리밴딩이라 편해요,FREE,175,57,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,재질은 저렴이도 아니고 그렇다고 최고의 퀄리티도 아님니다. 주름이 자연스럽게 잡히는 편인데 얇아서 그렇지 소재가 나빠서는 아닌듯해요. 부자재도 좋은 편이에요.여름에 시원하게 입기 좋은것 같아요.Free사이즈라 그런지 34인치 입는데 조임에 좀 불편함이 있네요.,FREE,182,79,빨라요,아쉬워요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",여,크기도 크고 색감도 예쁘고 편해서 자주 입고 다닙니다,FREE,172,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,"얇고 시원하고, 허리도 편하고, 핏도 좋아 아주 만족합니다~~",FREE,177,84,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",여,허리가 밴딩이라 편하게 착용하기에 좋고 기장도 무릎을 덮어서 딱 좋은 것 같아요! 색상도 마음에 듭니다,FREE,165,54,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,휘뚜루 마뚜루 입기 조아요 y2k 느낌 찾으신분들 사세요,FREE,175,57,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,제가 딱 원하던 바지입니다 힙하면서도 편하게 입기 좋아요,FREE,175,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",여,크기도 크고 색감도 예쁘고 편해서 자주 입고 다닙니다,FREE,172,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,핏 좋고 재질이 엄청 시원해서 올 여름 자주 입을 것 같아요~,FREE,177,84,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",-,기장 무릎덮고 얇은편이고 사진대로 보시면될거같습니다,FREE,0,0,빨라요,꼼꼼해요,커요,어두워요,흐려요,얇아요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,저렴하게 잘 구매해서 기분이 좋아요 색감은 똑같아요.,FREE,179,65,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300048,SK8ER ROCK,Nylon Cargo Wide Long Half Pants dimgray,"64,000",남,얇고 가볍고 비오는날 무더운날 여름 암때나 어느 신발을 신어도 어울릴 상품입니다.포장이 성의 없어 보여 별 하나 뺍니다.,FREE,182,79,빨라요,아쉬워요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3300054,TEDDYPOP,링거 크롭 반팔 티셔츠 [RED],"39,000",-,팔뚝이잇는편이라 66사이즈는 안될것같아요 ㅠㅠ바스트 크신 55분들도 좀 많이타이트할것같아요,FREE,0,0,아쉬워요,꼼꼼해요,작아요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300054,TEDDYPOP,링거 크롭 반팔 티셔츠 [RED],"39,000",여,배송도 빠르고 옷감도 부드럽고 예쁩니다 착용감이 제가 찾던 스타일입니다,FREE,156,45,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3300054,TEDDYPOP,링거 크롭 반팔 티셔츠 [RED],"39,000",-,기장이 짧긴 한데 가격이 합리적이라서 잘 입고 다닐것 같습니다,FREE,0,0,빨라요,꼼꼼해요,작아요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3300059,SALON DE KII,로고 비전 시티 와이드 핏 스웨트 조거팬츠 블랙,"93,000",남,지금 입기는 더버요! 가을에 입어야겠어요! 그래픽 느낌완전 좋으네요,L size,174,65,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,두꺼워요,-,-,-,-,-,-
3300066,TEDDYPOP,링거 크롭 반팔 티셔츠 [BLACK],"39,000",여,제가 몸무게에 비해 좀 골격이 있는 편이라서 그런건가 아님 옷이 작게 나온건가 모르겠는데 어깨부분이 조금 안맞는 느낌이였어요!ㅜ 그리고 길이는 딱 좋았구요! 팔 올리면 배꼽살짝 드러나는 길이에요! 디자인도 귀엽고 맘에들어요!,FREE,162,45,빨라요,꼼꼼해요,작아요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,나일론이라 가벼워서 좋아요‪.ᐟ 색깔도 짱예쁨‪.ᐟ 자수 색도 짱예쁨‪.ᐟ 근데 좀 얇은 감이라서 초봄~초가을 사이가 딱 적기일 것 같아요!,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,기존 모자보다 나일론이 조금 더 큰 기분?원래 꽉조이면 딱맞았는데 꽉조여도 조금 헐렁해요..!근데 색이 진짜 너무 예뻐요 😳😳 여름에 너무 잘 쓰고 다닐 거 같아요,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,색감도 생각했던 그대로고 여름에 시원하게 잘 쓸 수 있을 것 같아요!,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,나일론이라 가벼워서 좋아요‪.ᐟ 색깔도 짱예쁨‪.ᐟ 자수 색도 짱예쁨‪.ᐟ,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,로고가 예뻐요 색감도 좋아요 모자가 전체적으로 좀 쭈글거리는데 괜찮아요,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,예뻐요 재질도 시원하니 좋고 광택감과 색이 맘에들어요,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,색은 생각했던 것 보다는 탁하지만 마음에 들고요 깊이가 조금 짧은 감이 있어요 그리고 아무리 나일론이라고 해도 다른 나일론 모자는 윗 부분이 많이 꺼지지는 않는데 이건 핏이 좀 예쁘진 않아요 그래도 무난하게 잘 쓸 것 같습니다,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,모자가 좀 안어울리는 듯해요 ㅠㅠ 그래도 디자인은 아주 예쁩니당 색상이 특히 미침,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,나일론 모자 처음 사보는데 너모 맘에듭니다!!! 딱 제 스탈🫶맨날 쓰고 다닐거에염 ㅎㅎ 보라색 색감도 맘에들어욤 구웃,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,오묘한 그레이바이올렛색이에요!생각보다 챙은 중간-짧은 편이라M사이즈 했으면 더 얼굴 작아보이고 괜찮았을것 같아요 ㅎㅎ,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3300070,WOOALONG,Signature Logo ball cap - NYLON DUSTY PURPLE,"42,000",-,나일론이라 그런지 모양 잡기는 조금 힘들구용 두상이 작아서 처음 온 기본대로 써도 살짝 컸어요ㅠㅜ 앞에 챙이 길어서 푹 눌러쓰기도 좋아용 ٩(ˊᗜˋ)و,NYLON DUSTY PURPLE/S,0,0,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,-
