상품코드,브랜드명,상품명,가격,성별,리뷰내용,옵션,키,몸무게,배송,포장,사이즈,밝기,색감,두께감,보온성,무게감,발색력,지속력,수분감,수납공간
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",-,시엔느 상품 좋아하는데 여기저기 이너로 입기 좋을듯요~~기장은  적당하고 품은 여유있고 원단은 톡톡합니다~~,FREE,0,0,빨라요,꼼꼼해요,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",여,정말 편하게 입기 좋고 목부분도 너무 두껍지 않은데도 탄탄해서 좋아오,FREE,159,63,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",여,저번에 사서 잘 입고 있는데 품절인 줄 알았는데 또 팔길래 하나 더 샀어요. 탄탄한 재질이고 여기 저기 입디기 좋아요! 잘입을게요,FREE,160,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",여,목 늘어짐 걱정했는데 잘 관리하면 엄청 늘어날 거 같진 않아요 핏도 오버핏이 아니라 딱 예쁘게 떨어져서 어디에도 잘 입을 거 같아요,FREE,158,50,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",여,화이트는 아니고 아이보리색감이구요 로고는 벨벳소재라 고급스러워 보여요~,FREE,162,53,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",여,너무 새하얗지 않아서 오히려 좋아요 ~~ 역시 시엔느 답게 면도 탄탄하고 질 아주 좋아욬ㅋㅋ 돈만 많았으면 다 살텐데..,FREE,162,53,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3303454,SIENNE,Sienne Logo T-shirt (White),"53,000",여,시엔느 티 괜찮다는 말 많이 들었는데 입으면 어깡돼서 핏이 별로 안 예쁩니다ㅜㅜ 팔 접어 입어야 예뻐져요.. 그리고 가격에 비해 목 늘어남이 심할 것 같아서 걱정됩니다 게다가 면이 두꺼워서 더울 것 같아요..,FREE,160,54,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3303456,ADAUL,밈 숄더 스트랩 미니 원피스 - 블랙,"88,000",여,배송 무지빨라요 사이즈 절대 미니 아닙니다 전 160 인데 발목 위에까지 오고요 디자인은 너무예쁜 롱원피스예요 스몰사이즈로 너무예쁘게 입어요,S,162,48,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,-
3303456,ADAUL,밈 숄더 스트랩 미니 원피스 - 블랙,"88,000",여,배송 무지빨라요 사이즈 절대 미니 아닙니다 전 160 인데 발목 위에까지 오고요 디자인은 너무예쁜 롱원피스예요 스몰사이즈로 너무예쁘게 입어요,S,162,48,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,-
3303456,ADAUL,밈 숄더 스트랩 미니 원피스 - 블랙,"88,000",여,배송 무지빨라요 사이즈 절대 미니 아닙니다 전 160 인데 발목 위에까지 오고요 디자인은 너무예쁜 롱원피스예요 스몰사이즈로 너무예쁘게 입어요,S,162,48,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,-
3303462,SIENNE,Paul Corduroy Shorts (Brick),"119,000",-,생각보다 좀 빛바랜? 색감이라 으잉?했다 막상 입어보니  빈티지스럽고 예뻐요 지금부터 입기 딱 좋을것같아요,S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303462,SIENNE,Paul Corduroy Shorts (Brick),"119,000",-,편하게 m사이즈 사고 싶었지만 품절이라 s구입했어요 26입는데 딱 맞구요 빈티지한 브릭색깔 가을 감성 아주 칭찬합니다,S,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303469,SIENNE,New Amber Blouse (Brown),"89,000",여,얇은 편이고 구김이 잘 생김 소재가 부드럽고 카라를 투웨이로 할 수 있어 활용도 굳,FREE,160,47,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,첨 착용했을 때 찜질방 옷 같아서 당황했지만 나름… 입다보니 괜찮은거 같아영 소재가 얇아서 한 번 세탁하고 건조기 돌리니까 목 부분이 쉽게 늘어났움 슬퍼요,NONE,161,52,아쉬워요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,흑 구매하자마자 블프해서 아쉽지만.. 뭐 구매하고 싶었던거라 만족해요 면이 살짝 스판끼가 있다고 해야하나 아무튼 빳빳한 면이 아니고 뭔가 부드럽고 탱글해요 색 조합이 흔하지 않아서 귀요워요 크롭에 딱 붙는 옷 말고 세미 크롭에 정핏 원했는데 딱 제가 찾던 제품이에요 여기꺼 다른 옷도 구매하려구요!!,NONE,161,65,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,선물해줬는데 힙하게 입는 스타일에 잘 어울려요!,NONE,164,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,이번 여름 자주 입은 티셔츠입니다ㅎㅎ 색 조합도 힙하고 귀엽고 무엇보다 편해요!! 다른 색도 사고 싶었는데 다 품절이네요 ㅜ,NONE,160,60,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,흑 구매하자마자 블프해서 아쉽지만.. 뭐 구매하고 싶었던거라 만족해요 면이 살짝 스판끼가 있다고 해야하나 아무튼 빳빳한 면이 아니고 뭔가 부드럽고 탱글해요 색 조합이 흔하지 않아서 귀요워요,NONE,161,65,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,우선 색 조합이 너무 귀엽고 너무 크지도 작지도 않고 편하게 입을 수 있어서 좋아요,NONE,158,53,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,세탁 후 건조기 돌려도 변형없고 흔하지 않은 배색이라 예뻐용,NONE,160,51,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,한 번 빨면 잘늘어나더라구요 목이 허벌목됨 근데 색깔 이쁘고 한 철 입기에는 무난함,NONE,168,48,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,힙하게 스타일링하기에 좋아요 편하게 힙한느낌 ㅎㅎ,NONE,164,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,"색 조합도 예쁘고 핏도 딱 힙하게 떨어져요 기장도 짧은듯 적당해서 자주 입습니당,, 다른 색도 다 입어볼 만 한 것 같아요",NONE,160,60,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",-,진짜 좋아요 블프때 싸게사서 하나더사고싶었는데 끝나버린세일..,NONE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,흑 구매하자마자 블프해서 아쉽지만.. 뭐 구매하고 싶었던거라 만족해요 면이 살짝 스판끼가 있다고 해야하나 아무튼 빳빳한 면이 아니고 뭔가 부드럽고 탱글해요 색 조합이 흔하지 않아서 귀요워요,NONE,161,65,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303478,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-TAN SKY,"53,000",여,우선 색 조합이 너무 귀엽고 너무 크지도 작지도 않고 편하게 입을 수 있어서 좋아요,NONE,158,53,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303480,WINDER,NATURAL WRINKLE CAMP SHIRTS - BLACK CKECK,"139,000",남,사이즈 딱 맞았고 착용감도 좋았습니다.스타일링하기에도 좋네요.,L,180,68,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303480,WINDER,NATURAL WRINKLE CAMP SHIRTS - BLACK CKECK,"139,000",남,사이즈 딱 맞았고 착용감도 좋았습니다.스타일링하기에도 좋네요.,L,180,68,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,예뻐요 힙하고 어디에나 잘어울릴듯합니다 짱짱,S,180,80,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,시엔느 레가시데님보다  얇고 크게 나왔어요 편안하게 잘 입을 것 같아요 화면보다 실물이 좀 더 노란끼 없는 밝은 연청인 것 같아요..,S,155,46,아쉬워요,꼼꼼해요,보통이에요,밝아요,보통이에요,얇아요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,예뻐요 힙하고 어디에나 잘어울릴듯합니다 짱짱,S,180,80,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,청바지 핏이 너무 크지도 않게 깔끔하게 떨어지고 바지 색감도 확 밝지도 않고 어둡지도 않아서 예뻐요!!,S,161,44,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,무난하게 입기 좋습니다 가격값은 하는것 같아요,S,160,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,예뻐요 힙하고 어디에나 잘어울릴듯합니다 짱짱,S,180,80,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",-,그냥 밝은 연청 느낌입니다. 화면 보단 실물 후기가 더 비슷한 색감이고 진즉에 구매할걸 그랬어요,S,0,0,아쉬워요,꼼꼼해요,보통이에요,밝아요,보통이에요,얇아요,-,-,-,-,-,-
3303481,SIENNE,Godfather Denim Pants (Blue),"119,000",여,배송도 빠르고 포장도 꼼꼼하고 깨끗하게 왔습니다. 합리적인 가격에 예쁜 바지 구매하여 기분이 좋습니다.,S,161,44,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,생각보다 땀나도 괜찮았어용 일단 색감이 이쁘요 오묘한 겨쿨색,NONE,163,58,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,예상보다 낙낙한 핏에 당황했지만 색감이 창 예뽀요! 저보다 잘 어울릴 것 같은 친구한테 줬는데 저보다 잘어울리네요.;!!,NONE,159,44,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,배송이 너무 느렸지만 이쁘니까 됐다 색감도 프린팅도 너무 귀여움,NONE,170,100,아쉬워요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,정핏인데 저는 맘에 들어요! 디자인 요즘 유행하능 느낌ㄹㅂ니다,NONE,163,58,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,약간 어릴적 유행하던 반크롭반팔티 느낌의 핏이에요 디자인은 예쁜데 핏은 슬림도 아니고 정 사이즈의 반팔 핏인데 반크롭 기장이라 초큼 애매한 것 같아요.. 그래도 색감이 너모 예뻐서 입으려고요,NONE,159,44,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,친구가 생일선물로 골라서 선물해주었는데 너무 맘에 들어하네요! 너무 이쁘다고 합니다.👍👍 아주 뿌듯하네여,NONE,165,46,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,배송이 너무 느렸지만 이쁘니까 됐다 색감도 프린팅도 너무 귀여움,NONE,170,100,아쉬워요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,색감 화면이랑 비슷하고 여름에입기 가벼운 소재라 많이 안덥구 좋아요핏도 예뻐요!!!!,NONE,158,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,옷은 예쁘고 두께도 넘 두껍지 않아요 근데 땀나면 안될듯해요,NONE,163,58,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303482,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-BABY PINK,"53,000",여,약간 어릴적 유행하던 반크롭반팔티 느낌의 핏이에요 디자인은 예쁜데 핏은 슬림도 아니고 정 사이즈의 반팔 핏인데 반크롭 기장이라 초큼 애매한 것 같아요.. 그래도 색감이 너모 예뻐서 입으려고요,NONE,159,44,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3303484,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ASHED KHAKI,"53,000",여,세일할 때 딱 사서 만족합니다 재질도 좋고 색상이 맘에 들고 부담 없는 길이라 좋아요,NONE,159,58,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303484,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ASHED KHAKI,"53,000",여,너무 예뻐용..... 갈웜톤인 저에게 딱 어울리는 그런 색이랄까 그리고 너무 크롭이지도 않아서 손이 잘 가는 그런 옷입니다 넘 맘에 들어요,NONE,162,48,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303484,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ASHED KHAKI,"53,000",여,세일할 때 딱 사서 만족합니다 재질도 좋고 색상이 맘에 들고 부담 없는 길이라 좋아요,NONE,159,58,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303484,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ASHED KHAKI,"53,000",여,너무 작지도 않고 적당히 핏해서 예쁜데 색감이 진짜 예뻐요,NONE,172,59,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3303484,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ASHED KHAKI,"53,000",여,색감이 화면 상이랑 다르게 더 진한 카키색이긴 한데 이러나저러나 너무 예뻐요ㅠㅠ 재질도 부들부들하고 어깨 라인 따라서 잘 떨어지고 굿이에요!!!,NONE,163,52,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303484,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ASHED KHAKI,"53,000",여,배송 거업나 빨랐고 눈독 들이고 있었는데 싸게 잘 샀어요~ 사진이랑 실물이랑 옷 색감이 살짝 차이납니당 사진에는 연베이지로 보이지만 실물은 카키빛 더 돌아요잉 그래도 예쁨,NONE,160,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303485,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-ECRU,"53,000",여,색감이랑 디자인이 너무너무 예쁘구 핏도 아주 만족스럽음니다,NONE,160,53,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,전에 샀던 롱슬리브티가 맘에들어서 반팔도 주문했어요 너무 두껍지도 않고 재질듀 탄탄한 거 같아서 넘 맘에 들어용,NONE,164,50,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,회색이 찜질복 같을까 고민하며 샀는데 찜질복 같다는 소리 꽤 들었지만.. 맘에 들어요,NONE,159,48,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",-,품이 낙낙해서 통통하신분들도 잘 입을수 있을것 같아요~~,NONE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,예뻐요 좋아요 특별해요 색이 맘에 들어요 가장 좋아요,NONE,154,54,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,두꺼워요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,디자인이 유니크하면서 핏이 정말 예뻐요.!!! 너무 길지도 짧지도 않은 기장인데 재질이 살짝 후들해서 더 말라보이는 핏이 나오는 것 같아여!,NONE,163,54,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",-,다른 색상도 살까 심각하게 고민중입니다.. 예뻐요! 추천합니다,NONE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,옷 편하긴한데 찜질복 같대요ㅠㅠ 사이즈는 저한테 딱 좋았어요,NONE,159,48,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",-,길이가 엄청 짧지도 엄청 길지도 않아서 적당한 길이 찾는 거라면 좋을듯 햐요,NONE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,생각보다 길이가 조금 애매하긴 한데 디자인은 예뻐요 재질도 생각보다 얇아서 여름에 입기 좋습니다,NONE,154,44,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,세일 하기 전부터 사고 싶어서 담아놨던건데 세일 하자마자 반 값에 구매 했어요 ㅠ 너무 만족!! 오버핏이 아니라 정핏읊 오히려 통통녀들에게 날씬해보여요!,NONE,160,65,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,너무 예뻐요! 진짜 핏이 너무 날씬해보이는 핏이고 재질이 너무 좋아서 시원하게 여름에 잘 입을 것 같아요! 핏이 진짜 예뻐서 다른 컬러로 하나 더 사려구요ㅠㅠ,NONE,163,54,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,전에 샀던 롱슬리브티가 맘에들어서 반팔도 주문했어요 너무 두껍지도 않고 재질듀 탄탄한 거 같아서 넘 맘에 들어용,NONE,164,50,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",-,토우토우 아카이브 이거이거 괜찮은 브랜드네요 굳,NONE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,총장하고 팔 부분 길이가 적당해서 (163기준) 입었을때 딱 떨어지는 핏이 깔끔하고 예뻐요 ㅠ 정말 자주 잘 입을거같아서 다른색으로 하나 더 살거에요.. 토우토우 맨날 찜만 해놓다가 처음 구매했는데 아주 만족스럽습니다:)!.!,NONE,163,54,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303487,TOWTOW ARCHIVE,TEAM S/S TSHIRTS-INDIGO NAVY,"53,000",여,옷 아주 예뻐요 근데 옷 비율이 어정쩡하긴해오 근데 걍 디자인 나이스라 많이 입겠네용,NONE,154,54,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,두꺼워요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,사이즈 문의글 남겼는데 엄청빨리 답해주셔서 저도 바로 올려드려요!여자사이즈가 감이 안왔는데 너무 예뻐요ㅠ특히 팔부분이 넉넉해서 좋아요핏이 넘 맘에 들어요! 안뚱뚱해보이고 많이 두껍지않고 딱 좋아요 다른 티도 사보려구용! 빠른답변 감사합니다🫶🏻,WOMEN FREE,158,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,오프에서 입어보고 예뻐서 샀어요! 여름에 입기 좀 더운 두께이긴 합니다 ㅎㅎ 구래도 무신사가 젤 저렴해서 좋네요,WOMEN FREE,169,62,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,배송도빠르고 할인된 가격으로 잘 구매한거 같습니다! 초가을에 입기 좋은 두께감 인거같아요. 핏도 예쁘게 떨어져서 좋습니다,WOMEN FREE,166,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,오프에서 입어보고 예뻐서 샀어요! 여름에 입기 좀 더운 두께이긴 합니다 역시 무신사가 젤 저렴해용,WOMEN FREE,169,62,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,편하고 아주좋아요 예뻐요!추천해용 배송도 답변도 빨라요,WOMEN FREE,158,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",-,긴팔을 고민하다가 놓치고 다음을 생각했었는데 반팔이 있길래 구매해봤어요! 예뻐요ㅎㅎ,WOMEN FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,착용샷이 없어서 걱정했는데 딱 원하던 핏입니다 너무 귀여워요! 두껍지 않아서 여름에도 잘 입을 것 같아요 한가지 아쉬운 점은 넥라인이 너무 넓은 느낌..? 근데 목 좁은 옷 싫어해서 그냥 잘 입고 있어요,MEN FREE,173,65,빨라요,꼼꼼해요,커요,보통이에요,선명해요,얇아요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,생각보다 두꺼워요색상은 화면과 같네요 여름에 입기는 더울듯 합니다,WOMEN FREE,167,52,빨라요,꼼꼼해요,보통이에요,어두워요,보통이에요,두꺼워요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,색상도 화면그대로고 마감퀄리티도 괜찮습니다. 여름-가을에 잘 입을수 있을꺼같아요,WOMEN FREE,166,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,너무 이뻐요!! 좀 많이 크긴해요 하지만 편하게 잘 입고다닐거같아요,MEN FREE,160,58,빨라요,꼼꼼해요,커요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,오프에서 입어보고 예뻐서 샀어요! 여름에 입기 좀 더운 두께이긴 합니다,WOMEN FREE,169,62,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3303499,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-REAL NAVY,"75,000",여,넘 맘에들어용 원단도 좋고 프린트도 예뻐용! 감사합니다,WOMEN FREE,158,52,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3303501,TOWTOW ARCHIVE,VARSITY HALF FOOTBALL SWEATSHIRTS-MUD BROWN,"75,000",여,"색도 예쁘고 , 핏 좋아요 !저만 입고 싶어요 !다들 게릿게릿하세용저렴하게 잘 사서 조아용",MEN FREE,164,60,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
