상품코드,브랜드명,상품명,카테고리,가격,성별,리뷰내용,옵션,키,몸무게,배송,포장,사이즈,밝기,색감,두께감,보온성,무게감,발색력,지속력,수분감,수납공간
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,여름에 무지 반팔이 많이 필요한데 저렴한 가격에 구입해서 가을에는 이너로도 입고 자주 활용하고 있어요.,02. 화이트/화이트/M,168,63,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,"이너로 입기에도 좋고, 날이 더울 땐 이거 히나만 입어도 좋은 것 같습니다. 화이트는 꼭지쓰가 비치지만 블랙은 안비쳐 하나만 입을 수 있어 좋습니다. 레이어드 티려츠는 두께감이 너무 두꺼운데 베이직은 두께감이 딱 적당해 여름에 입기 좋습니다. 개인적으로 총장은 조금 길어서 앞섬을 넣거나 넣어 입으면 깔끔한 것 같습니다!",03. 블랙/블랙/M,171,70,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,색깔별로 가지고 있어요. 무난하면서 옷감이 괜찮아요,02. 화이트/화이트/XL,181,77,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,일할때 이너로 입고 있습니다 가격도 싸고 아직까진 질도 좋은것 같습니다 한철 입기 좋은듯 !!,02. 화이트/화이트/M,175,71,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,기본은 역시 무신사네여 디자인 재질 배성 색감 등등 너무 좋네요 갓성비 무신사 너무 좋네요  굿이요,02. 화이트/화이트/L,175,72,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,여름에 헬스가거나 밖에 나갈때 편하게 입기에 최고로 좋네요,03. 블랙/블랙/M,175,64,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,승모가 드러나는 디자인이라 좀 그런데 옷 자체는 정말 좋습니다.,01. 화이트/블랙/M,175,71,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,가격도 좋고 품질도 디자인도 모두 만족합니다요,01. 화이트/블랙/M,173,59,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,생각보다 얇은데 그냥저냥 무난하게 입으려고 할인할 때 샀습니다. 확실히 기본템은 무탠다드에서 할인 먹이고 산 게 좋네요~,01. 화이트/블랙/L,174,69,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
2050094,MUSINSA STANDARD,베이식 크루 넥 반팔 티셔츠 2팩,상의,"27,800",남,한사이즈 업해도 조금 작아요 다들 무조건 업하세요,01. 화이트/블랙/3XL,183,79,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
