상품코드,브랜드명,상품명,가격,성별,리뷰내용,옵션,키,몸무게,배송,포장,사이즈,밝기,색감,두께감,보온성,무게감,발색력,지속력,수분감,수납공간
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,이뻐요 대학생이 들고다니기 좋을 것 같아요 직장인은 넘 어려보일듯,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,오래 고민하고 오래 기다려서 받았어요!후회없고 만족합니다수납 공간도 적당하고 바닥에 판이 덧대져 있어서 모양이 잡히는게 좋아요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,책3권 들어가면 딱좋을정도?? 안에 텀블러 넣을수 있게 수납공간이 있어서 완전 좋았어요^^,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,좋아요 끈도 정말 빳빳하고.. 너무 빳빳해서 혼자 서있어요,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,예약하고 있고 있었는데 왔네요ㅎㅎ 수납공간이 엄청 커요 바닥이 너무 넓어서 오히려 넣은게 없으면 가방 모양이 잘 안잡히는게 좀 아쉽습니당.. 색은 상품정보 사진보다 좀 더 밝은 네이비에요,XXX,0,0,아쉬워요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,"가방 진짜 이쁘긴 해요 근데 다른 후기대로 좀 흐물하긴하고, 여름 날씨와는 잘 어울리지 않는 질감이에요 근데 가방이 크고 너무 예뻐서 잘 들구 다니려고요!! 2월 초에 시켰는데 4월달에 받네요..ㅋㅋ",XXX,0,0,아쉬워요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,물건 많이 들어가고 요즘 이거만 들어요!! 단점은 가방이 살짝 무겁고 먼지가 많이 붙어용,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,아주아주 오래 걸려서 받았지만.. 만족하긴하다만..,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,수납공간도 넉넉하고 어깨끈도 넓어서 들고다니기 좋아요,XXX,0,0,빨라요,꼼꼼해요,커요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,오래기다렸어요 가방은 마음에 들어요 여기저기 잘 매치할 수 있겠어요,XXX,0,0,아쉬워요,아쉬워요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,배송이 지연되고 아주 큰 박스에 와서 놀랐지만 뭐가 많이 묻어있어서 누가 쓰고 환불한건가 싶었지만 배송 기다릴 자신도 없고 크기랑 디자인이 마음에 들어서 교환 안하고 쓰려구요 디테일은 조금 아쉬워요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,밝아요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,예약배송이 마니 느리겐 햇는데 제품은 갠탄은고 같아요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,노트북과 아이패드도 들어가고 깔끔한 룩에도 너무 잘 어울리고 예쁜 것 같아요,XXX,0,0,빨라요,꼼꼼해요,커요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,엄청 클거라 생각해서인지 생각했던것보다 작았어요 ! 그램 15인치 충분히 잘 들어가요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,노트북 넣어다닐려고 샀는데 진짜 잘메고 다닙니다!튼튼해서 이것저것 많이 들어가요,XXX,0,0,빨라요,꼼꼼해요,커요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,생각보다 흐물거리긴하지만 보부상 가방으로 딱이에요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,생각보다 가방이 되게 커요이것저것 많이 들어가서 저같은 보부상인들한테 딱입니다데일리로 잘 매고다닐수있을거같아용,XXX,0,0,아쉬워요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,"가방 받치는 밑판이 딱딱하지 않아서 아쉽고, 고리를 걸었을 때의 가방 모양이 이쁘지 않습니다. 그치만 소재가 두껍고 탄탄해서 막 매고 다니긴 좋아요.",XXX,0,0,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,사이즈도 괜찮고 재질도 좋아서 예쁘게 잘 갖고 다닐 수 있을 것 같아용,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,깔끔하고 에코백느낌인데 튼튼하고 어디든 들기 좋음,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,생각랬던 것보다 사이즈가 큽니다…! 노트북이랑 아이패드 둘 다 들어갈 것 같습니다-!,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,일단 에코백인데도 불구하고 네모난 쉐입이 이뻤는데 확실히 짐을 많이 넣고 다니니 어깨가 아프긴 했습니다ㅠㅠ 그래도 데일리로 매고 다니기 좋아요!,XXX,0,0,-,-,커요,어두워요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,입학선물로 줬는데 동생이 굉장히 좋아하네요. 추천합니다.,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,학교갈 때 매려고 샀는데 16인치 그램도 거뜬히 들어가요 색도 네이비여서 휘뚤마뚤 가능,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,밑판 있어도 아이패드 넣으면 쳐져요ㅠ 그치만 예쁨,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,예뻐요 스티치 있어서 귀엽구요 어디든 잘어울려요 수납공간도 넉넉해서 좋은데 청 특유의 냄새가 너무 안 빠져요,XXX,0,0,-,-,커요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,네이비라서 가볍게 들고 다니기 좋고 노트북까지 들어가는 크기라서 잘 들고 다닐 것 같아요! 컨버스 특유의 흐물흐물한 건 어쩔 수 없지만요,XXX,0,0,-,-,커요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,완전 맨날 매는 가방 제가 보부상이라 수납력도 필수고 예뻐야하는데 모두.만족,XXX,0,0,-,-,커요,어두워요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,디자인이 너무 예뻐서 확 꽂혀서 샀는데 역시나 맘에 들었어요! 근데 패딩입었을 때는 어깨에서 자꾸 흘러내려서 조금 불편했어요ㅠㅠ,XXX,0,0,-,-,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,송이 유투브보고 구매햇는데 휘뚜루 마뚜루 가지고 다니기 좋아요! 수납력도 좋고 잘구매템입니당,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,실제로 받으니까 사진보다 조금 더 흐물흐물하긴한데 에코백이니까 그러려니하고 잘 매고다니랴구용,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,너무 마음에 들어요 세일해서 저렴하게 구매했네용 굿굿,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,딱 생각한대로 예뻐요 ! 그렇게 크지도 않아서 잘 들고 다닐 수 있을 것 같아요,XXX,0,0,-,-,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,색감도 예쁘고 수납공간도 넉넉하니 너무 좋아요,XXX,0,0,-,-,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,예쁘다고 하면 다들 살까봐 얘기하기 싫은데 ㅠㅠ 진짜 예뻐요,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,생각했던 것보다 크기가 크고 가벼워용! 예쁘구 좋아요,XXX,0,0,-,-,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,배송도 빠르고 크기도 넉넉해서 너무 좋아요! 디자인도 너무 예뻐요ㅜㅜ,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,개강하면 학교 다닐 때 노트북이랑 전공책 넣고 다니기에 딱입니당,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,배송도 정말 빠르고 수납 공간도 넉넉하고 예뻐요,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,겨울 보다는 여름에 예쁠 것 같음!그리고 상품 이야기는 아니지만 택배박스 넘 귀여움,XXX,0,0,-,-,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000156,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 숄더백,"158,000",-,흐물흐물해보이는데 단단한 가방이고 색도 괜찮도 튼튼하니 잘 들고다닐 거 같아요,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,탄탄하면서 부드러운 캔버스소재?? 넘 퀄 좋고 뭐 안 넣어도 모양이 딱 이쁘게 잡혀요!!! 아이패드 넣구 다닐라고 삿는데 다른거도 왕창 들가서 바리바리 보부상 쌉가능품절되기전에 고민 안하고 산 나 칭찬해~~,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,봄이랑 찰떡 디자인이에요!데님 코디랑 잘 어울려서 이쁘고 좋아요 수납도 넉넉하고 좋습니다,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,일단 배송이 빨라서 좋았어용가방 밑에 판이 들어있는데요 저는 빼서 사용하는 게 가방이 흐물거려서 가방 멜 때 더 편하더라고여적당한 크기에 아이패드 들어가고 귀여운 가방 찾으신다면 이거,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,색감은 생각보다 뭔가 햇빛에 바랜 느낌? 슬링백은 첨이라 어색하긴 한데 가볍게 톡 걸치면 멋스러운 느낌ㅎㅎ 바닥에 딱딱한 받침대가 있어서 쳐지지 않고 좋은거 같아요!,XXX,0,0,-,-,보통이에요,밝아요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,가볍고 들고 다니기 좋아요수납공간도 괜찮아요  굿~~,XXX,0,0,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,슬링백 조아해서 샀어요 알고보니까 인기쟁이 가방이였군요,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,자켓에도 후리하게도 어디에도 어울려서 너뭄 맘에 들어요안쪽에 텀블러 고정도있어서 실용적이고 지금 제 최애 휘뚜루 마뚜루 가방입니당,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,예약배송 한달...맥북에어 13인치 들어가는 가방이 생겨 만족스럽다..맨지 세번만에 같은 가방 든 사람을 봤으니무신사 파워는 대단하다그만큼 정말 이쁘다코디하기도 쉽다이걸 매고 학교 가야하는게 싫다몇달 쓰니 느낀점은 가방이랑 끈 연결 고리에서 쇠긁는 소리마냥 기분나쁜 소리가 난다,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,캐쥬얼한  느낌이 좋아요. 계절도 상관없이 아무옷에나 휘뚜루 막뚜루 예뻐요. 디자인이  특이하고 색감이 예뻐요.,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,안에 내용물을 많이 넣으면 가방이 쳐져서 최대한 소량으로 넣어야 핏이 이쁘더라구요. 그리고 저는 원래 일자로 메려고 했는데 너무 쳐져서 크로스로 메고 다녀요. 인형 키링으로 포인트트를 주면 더 이쁘답니다~~~,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,"*착용감편하고 한쪽으로 매기, 크로스백 두가지 버전으로 연출하기 좋습니다. 끈 조절이 가능해 사이즈 조절 할 수 있고 남자도 충분히 매고 다닐 수 있습니다.*색감정석적인 네이비 색감이고 저는 데님바지와 데님셋업에 입을려고 샀는데 조화롭게 어울려서 만족합니다. 원단 색감 자체가 데님이기에 코디할때 스타일리쉬한 연출이 가능해 추천합니다.* 쉐입가방 밑부분이 네모로 잘 잡혀있어 아무것도 안넣어도 크게 흐트러지거나 그런게 없어 좋습니다.* 가격10만원 초,중반 하다보니 비싸게 느껴질수 있는데 다른면에서는충분히 값을 한다고 생각해서 가격적인 부분은 너무 비싸지도, 싸지도 않은 쏘쏘하다고 생각듭니다. - 데님 모티브로한 가방이 생각보다 많지 않은것 같고 무난하게 매고 다니기 좋은 디자인으로 나왔다 생각이 들고 요즘 데님이 유행하고 인기가 많아서 있으신분들은 세트로 다니는것도 추천드립니다.",XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,상당히 만족스러워 합니다선물로 구매했는데 수납력도 좋고 캐주얼해서 귀엽게 착용하기 좋아요레더백도 살걸 하고 후회되네여,XXX,0,0,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,오래 기다리다 드디어 받았어요..! 색도 스트치도 너무 예쁩니다..! A4 넣기엔 조금 작아요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,완전 맘에 들어요. 자꾸 들수록 끈이 자국이 남는게 아쉽지만 특색있고 색도 예쁘고 재질도 캔버스라 잘 어울리는듯 ~ ㅎㅎ,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,오래 기다린 보람 있습니다..쵝오에요. 수납 공간 안에 생각보다진짜 넓어서 별 거 다 넣고 다닐 수 있어요한 가지 바라는 게 있다면 이 디자인 그대로좀 더 작은 사이즈 가방 나오면 좋겠습니당,XXX,0,0,빨라요,꼼꼼해요,커요,밝아요,선명해요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,여행용으로 구매했는데 색감도 이쁘고 수납공간도 나쁘지않아서 만족합니다,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,개이뻐여ㅠㅠ가방 너무 귀여움 캐주얼하고 스티치도 맘에들고 최고..❤️색은 검정에 가까운 어두운 네이비임,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,뭔가 첨에는 익숙하지 않아서 메기가 불편한가 ? 싶었는데 익숙해지니까 괜찮음 아래 판을 빼고도 매봐야겟음 디자인은 말모 예삄 ~,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,수납공간 넉넉하고 뒤에 지퍼가 있어 손 쉽게 물건 찾을 수있어 좋음.,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,태블릿 하나랑 소지품 두어가 담고 다니는데 딱 좋아요 이쁘고 공간은 생각 이상으로 넓은데 저는 개인적으로 많이는 안 담아요,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,매고 나서 모양을 좀 잡아줘야함그치만 데일리하게 좋은듯 크로스로 맬 수 있어서 양손 자유로워서 좋음,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,흐려요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,진짜 예쁘고 가벼워요 근데 안에 있는 고정대?? 별 쓸모가 없어요,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,흐려요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,유투브에서 보고 검색해서 찾아서 샀는데 너무 이쁘고 마음에듭니다,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,가방이 축축 처지는걸 좋아하시면 추천합니다. 은근 많이 들어가서 애착 가방 됐어요 ㅎㅎ,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,어두워요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,너무 오래 걸려서 잊고 있었네요~ 딸이 갖고싶어해서 삿는데.. 먼지가 많이 붙고 쏘쏘,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,무슨 옷이든 잘어울리고 아이패드가 12.9인치짜리쓰는데 들어가는 가방 없어서 고생좀 했얶는데 이건 쏙 들어는데도 가방이 컴팩트하네요 굳,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,예뻐요! 원래 이런 스타일의 슬링백을 좋아해서 디테일 색감 크기 다 너무 좋고 다만 끈은 최대로 늘려도 막 엄청 길진 않아요!+먼지 잘붙어요 하지만 여전히 애용중,XXX,0,0,아쉬워요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,완전 귀염뽀짝 예뻐요 ㅎㅎ 여성분들이 완전 찰떡일 거 같아요,XXX,0,0,빨라요,꼼꼼해요,작아요,보통이에요,선명해요,-,-,-,-,-,-,적당해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,휘뚜루마뚜루템이면서 수납도 넉넉해서 여행갈때 너무 잘 사용했습니다^^ 다만 무거우면 어깨가 아플수 있어서 가벼운걸로 적당히 넣어야 들고다니기 편해오 ㅎ 뒤로 메기도 하고 앞으로 메기도 하고 좋아오,XXX,0,0,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,"여행가서 들었는데 예뻐요!스웨이드 느낌이지만 더워보이지는 않습니다,캐주얼하거나 힙한 룩에 걸치기 좋아요.",XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,남색 가방은 처음 사봐서 실용도가 있을지 걱정했는데 걱정이 무색하게 어떤 옷이든 잘 어울려서 휘뚜루 마뚜루 들고다녔습니다,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,요새 요 가방만 메고 다닙니다..어느 옷과도 매치하기 쉬워서 자주 들게 되는듯..!친구들도 이쁘다고 칭찬 남발하고본인 여친들 사주고 싶다는 그런 아이템입니다😎,XXX,0,0,빨라요,꼼꼼해요,작아요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,정말 요즘 저의 데일리뱍!!! 겨울에 코트에 같이 입고싶어서 산건데 여름에도 어른 룩에든 찰떡같아서 진짜 매일 들고다니네요...♥ 다른색상도 하나 더 살까....,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,사이즈 아주 적당해서 만족합니다옆구리 주머니는 물건 빠질 수도 있어서 주의하세요평소에 숄더로 매고 다니다가 손이 바쁠 땐 크로스로 매고 좋아요아주 멋쟁이 가방지인들이 다 예쁘다고 합니다,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,계절 상관없이 부담없이 들수있어서 적극 추천합니다,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,휘뚜루 마뚜루 가지고 다니기 좋아요! 크로스로 매고 좋고 어깨에 살짝 얹어도 귀엽습니당 수납공간에 넓어서 이것저것 다 넣을 수 있는데 대신 어깨가 많이 아파요!,XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,넉넉해요
3000157,JILLSTUART ACC,[젤라또] 네이비 스티치장식 면 슬링백,"158,000",-,"가방 너무너무 예쁩니다ㅠㅠ 사진만 봤을 땐 뭔가 뻣뻣한 캔버스 느낌의 소재일 줄 알았는데 생각보다 부드러워요!크기도 적당하고, 내부에 지퍼로 잠글 수 있는 작은 수납공간이 있어서 좋습니다.가방을 크로스로 많이 메는 편인데 크로스로 메도 예뻐서 완전 만족이에요 ㅎㅎ색상도 딱 무난해서 데일리 템으로 딱인 것 같아요 :)",XXX,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,적당해요
