상품코드,브랜드명,상품명,가격,성별,리뷰내용,옵션,키,몸무게,배송,포장,사이즈,밝기,색감,두께감,보온성,무게감,발색력,지속력,수분감,수납공간
3000291,ALLCLASSIC,Half Turtleneck Knit Black / ALCKT001,"69,000",남,옷사이즈감도좋고 끝마감 제외하면 착용감도 너무좋고 하나더 구매했네요,XL,178,80,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000291,ALLCLASSIC,Half Turtleneck Knit Black / ALCKT001,"69,000",-,가격이 저렴해서 사봤는데 물건받고 입어보고 너어무 부드럽고 맵시 또한 잘빠져서 너무 놀란 브랜드입니다. 다른색도 색별로 살거같아요. 흥하시길 바라요,L,0,0,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,보통이에요,-,-,-,-,-,-
3000291,ALLCLASSIC,Half Turtleneck Knit Black / ALCKT001,"69,000",-,이주부드럽습니다. 까끌거리는거전혀못입는데 불편함 전혀없네요,XL,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000291,ALLCLASSIC,Half Turtleneck Knit Black / ALCKT001,"69,000",-,"첨에 다른 후기보고 xl 시켰다가, 매니저분께서 사이즈 상담 잘 해주신 덕분에 무사히 라지로 변경결과는 대만족입니다.기본목티는 첫째도 둘째도 재질이 가장 중요한데, 이가격에 이 재질에 너무 놀랐습니다..재주문하러 오면서 동시에 후기도 작성합니다.",XL,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000291,ALLCLASSIC,Half Turtleneck Knit Black / ALCKT001,"69,000",남,재질도 너무 좋고 데일리로 입기 너무 좋습니다 다음에 또 이용할게요,XL,185,95,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000291,ALLCLASSIC,Half Turtleneck Knit Black / ALCKT001,"69,000",남,이너로 입기 딱 좋은 아이템입니다 봄 여름 빼곤 다 입을수 있을 것 같아요!,M,166,51,-,-,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3000292,1AND90,[젤하드 케이스] Happy New Bunny Blue,"20,900",-,젤하드라 뒷면은 튼튼하고 매끈해서 좋아요 디자인도 귀엽고 너무 마음에 들어요,I Phone - SE2,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000292,1AND90,[젤하드 케이스] Happy New Bunny Blue,"20,900",-,젤하드라 뒷면은 튼튼하고 매끈해서 좋아요 디자인도 귀엽고 너무 마음에 들어요,I Phone - SE2,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000292,1AND90,[젤하드 케이스] Happy New Bunny Blue,"20,900",-,때 안 타고 좋아요 마음에 듭니당 추천해요 사시는 걸 추천,I Phone - 12mini,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000292,1AND90,[젤하드 케이스] Happy New Bunny Blue,"20,900",-,젤하드라 뒷면은 튼튼하고 매끈해서 좋아요 디자인도 귀엽고 너무 마음에 들어요,I Phone - SE2,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000293,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - CHARCOAL,"56,000",여,너무 편하고 핏도 예뻐요항상 몇개씩 쟁여놓고 입습니당,FREE,167,60,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,얇아요,-,-,-,-,-,-
3000293,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - CHARCOAL,"56,000",여,작년에 블랙이랑 멜란지 구매해서 입었는데 재질도 마음에 들고 핏도 예뻐서 다른 색상들도 구매했어요! 여름 내내 입기 좋고 보풀 많이 안 생겨서 좋아요 ㅎㅎ 오버핏 티셔츠든 크롭티든 잘 어울려요,FREE,155,45,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000293,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - CHARCOAL,"56,000",여,검정색 사고 맘에 들어서 재구매 했습니다 화면보다 더 예쁜 회색이에용,FREE,158,43,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000296,ALLCLASSIC,Half Turtleneck Knit White / ALCKT001,"69,000",-,아주부드럽습니다. 까끌거리는거전혀못입는데 불편함 전혀없네요,XL,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,얇아서 여름까지 입을 수 있을 것 같아요~!핏도 예뻐서 자주 입을 것 같습니다!,FREE,163,47,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,얇아요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,날씬해보이고 핏도 이쁘고 너무 맘에 들어요~다른색깔도 구매하고 싶어요~^^,FREE,162,46,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,재질이 부드럽고 얇아서 여름에 입기 좋을 것 같아요!그래도 슬림 핏이라서 다리 얇아 보입니당,FREE,163,47,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,얇아요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,딸아이가 늘 이용하는 바지입니다.부드럽고 무릎도 나오지않아재질쪽으로 만족합니다.입으면 편하고 막상 입으면 화면에 나온것보다더 핏이 이뻐요.,FREE,154,42,-,-,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,검정 사고 너무 잘 입어서 회색도 샀어요ㅋㅋ 핏이 너무 예쁩니다~ 기장도 딱이에요,FREE,160,48,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,작년에 블랙이랑 멜란지 구매해서 입었는데 재질도 마음에 들고 핏도 예뻐서 다른 색상들도 구매했어요! 여름 내내 입기 좋고 보풀 많이 안 생겨서 좋아요 ㅎㅎ 오버핏 티셔츠든 크롭티든 잘 어울려요,FREE,155,45,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,데일리로 입기 편하고 핏도 예뻐 색깔별로구매하고 있어요진그레이색이 나왔길래 더 구매합니다추천해요!,FREE,166,51,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,블랙 잘 입고 있어서 다른 색으로 하나 더 시킨건데 맘에 들어요~!,FREE,163,47,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,얇아요,-,-,-,-,-,-
3000297,DEARSTALKER,JELLY BOOTS CUT PANTS (젤리 부츠컷 팬츠) - GREY,"56,000",여,화면에 나온것 보다 색깔이 더 이쁘네요.핏도 이쁘고 재질도 좋아 늘 이용합니다.,FREE,154,42,-,-,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
상품코드,브랜드명,상품명,가격,성별,리뷰내용,옵션,키,몸무게,배송,포장,사이즈,밝기,색감,두께감,보온성,무게감,발색력,지속력,수분감,수납공간
3000305,KANGOL,오버사이즈 스웨트셔츠 1715 네이비,"75,000",남,네이비가 다른 옷들하고 다르게 엄청 고급스러운 네이비네요! 잘입을게요❤️,L,181,67,-,-,보통이에요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3000310,KANGOL,오버사이즈 스웨트셔츠 1715 레드,"75,000",남,색감 쨍한 빨간색 아주 이쁨손목이랑 밑단 시보리 타이트함,M,170,63,빨라요,꼼꼼해요,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000310,KANGOL,오버사이즈 스웨트셔츠 1715 레드,"75,000",남,색감이 쨍하니 이쁩니다. 입었을 때도 편합니다요,M,174,66,아쉬워요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",복합,"Before (오전 8시) / After (저녁 8시) 입니다.제 눈은 바람만 불어도 눈이 시리고 눈물이 잘 나요.그래서 눈을 자주 깜빡이다보니 정말 모든 마스카라가 다  번지는 눈입니다.유명하다는 일본제품도 써 보고 다양하게 시도해봤지만 그 어떤걸 써도 번지더라고요.대부분 아침에 바르고 출근하면 점심시간 즈음에 번지기 시작해요.그런데 이 제품은 오후 4~5시부터 아주 살~~짝 눈밑으로 내려오기 시작하더라고요.심하지 않아서 쿠션으로 살살 수정하면 바로 원상복귀 되는 정도였어요.퇴근후에 저녁도 먹고, 눈 밑에 유분기가 많아지니까 어쩔 수 없이 번져버렸지만 그동안 사용했던 마스카라중에 단연 최고로 오래 버텼네요^^파운데이션 쿠션을 사무실에 놓고 와서 저녁내내 수정을 못했는데도 이정도 밖에 안 번졌어요.원래는 눈밑에 다 까맣게 내려오거든요 ㅠㅠ이 제품은 다 쓰면 재구매 의사 있습니다!!",01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",지,주변에서나 모든 사람들이 좋다고 하길래 사봤어요 무쌍이어서 속눈썹펌을 꼭 하고 마스카라 하는데 시간이 지나면에뛰드껀 좀 번지더라구여 살짝 아쉽지만 만족도는 높아요,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",복합,세트로 저렴히 구매했습니다. 속눈썹이 별로 없어서 뭉치듯이? 되는게 좋네요. 픽서는 스테디셀러라 믿고 구매했는데 안바르는 것보다 나은 것 같습니다.,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",복합,쿠폰 쓰고 싸게 잘산것같아여!!유명해서 에뛰드 마스카라는 의심않고씁니당,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",지,유명해서 사봤는데 지속력도 좋고 오래가서 자주 써용,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",복합,잘 발리고 잘 올라가요눈도 또렷해져서 좋아요픽서는 몇년째 계속 쓰고 있는데 이번에도 만족이에요,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,무난해요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",지,너무 좋아요 배송도 빠르고 잘 받았어요구매하길 잘했어요 많이 애용할 것 같아요,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,무난해요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",복합,처음 사용할때부터 마스카라 나오는 양이 적당해서 너무 좋아요!! 자연스럽고 예쁘게 잘 발려요 지속력 좋음!,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",건,키^미꺼 쓰다가 여기로 갈아탔어요!! 픽서만 바르면 블랙이 아니라서 희게 떠보일수도 있는데 위에 마스카라 바르면 티도 안나고 완존 이쁘게 나와요! 마스카라는 여기로 정착하려구 합니다😍😍,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,무난해요,-,-
3000315,ETUDE,컬 픽스 마스카라 +  퍼펙트 픽서,"23,000",민감,늘 쓰는 제품 싸게 사서 좋아요~ 눈에 유분기가 많은 편이라 몇시간 뒤에 보면 살짝 번져있긴한데 휴지로 닦아주면 바로 닦이는 편. 뷰러만 잘 해주면 빡 올라갑니다 ~ 맘에 들어요,01 블랙 SET,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,오래가요,-,-
3000333,GBRO,시그니처 퍼 후드 자켓 다크그레이,"269,000",남,"털 보들보들하고, 핏도 이쁘고 포근합니다, 한치수 살짝 올려서 오버하고입어도 좋을거같아요",M/다크그레이,167,63,-,-,보통이에요,보통이에요,보통이에요,두꺼워요,따뜻해요,-,-,-,-,-
3000333,GBRO,시그니처 퍼 후드 자켓 다크그레이,"269,000",남,지퍼가 올리는게 좀 빡세긴한데 이 가격에 이정도 아주 만족합니다,M/다크그레이,175,57,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,따뜻해요,-,-,-,-,-
3000333,GBRO,시그니처 퍼 후드 자켓 다크그레이,"269,000",남,"친구추천으로 구입했는데, 보온성 너무좋고 털이 뽀송해서 극세사 이불에 들어가있는느낌이에요",M/다크그레이,167,63,-,-,보통이에요,보통이에요,보통이에요,두꺼워요,따뜻해요,-,-,-,-,-
3000333,GBRO,시그니처 퍼 후드 자켓 다크그레이,"269,000",남,마른 체형 보완되고 고급집니다. 초겨울까지 충분히 입을수있을것같아요,M/다크그레이,175,57,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,따뜻해요,-,-,-,-,-
3000333,GBRO,시그니처 퍼 후드 자켓 다크그레이,"269,000",남,"아직 세탁은 안해봤지만 털빠짐도 거의 없고, 엄청 포근합니다 핏도 덩치 커보이게 나와서 좋아요",M/다크그레이,167,63,-,-,보통이에요,보통이에요,보통이에요,두꺼워요,따뜻해요,-,-,-,-,-
3000338,PHILIPS,소닉케어 음파칫솔 프로텍티브클린 4300 화이트민트 에디션HX6807/06,"85,680",-,처음써보는 음파칫솔입니다 매체애서 좋다고그래서 우연치않게 무신사애있어 구매했습니다 잘쓸깨요,NONE,0,0,-,-,-,-,-,-,-,-,-,-,-,-
3000340,SKINFOOD,라이스 데일리 브라이트닝 클렌징 티슈 듀오,"20,000",건,포장이 아주 친환경적이네요~사용해보고싶어서 주문했어요,FREE,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000340,SKINFOOD,라이스 데일리 브라이트닝 클렌징 티슈 듀오,"20,000",복합,선크림바르고 운동한 뒤에 이거 한 장쓰면물로 가볍게 세수만해줘도 깔끔해집니다~다만 예민하신 분들은 조금 화끈거릴 수도 있을 것 같네요!,FREE,0,0,-,-,-,-,-,-,-,-,-,-,-,-
3000343,KANGOL,칼라 스웨트 집업 2124 멜란지그레이,"148,000",여,맨투맨 하나 사고 싶었는데 집업으로 된거라 더 예뻐요 오버핏도 부담스럽지 않고 예쁘게 떨어져요,S,158,51,-,-,커요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000343,KANGOL,칼라 스웨트 집업 2124 멜란지그레이,"148,000",여,디자인 이쁘고 사이즈 오버핏으로 입기 좋아여.좀 얇아요~~,M,165,65,-,-,커요,밝아요,선명해요,얇아요,-,-,-,-,-,-
3000343,KANGOL,칼라 스웨트 집업 2124 멜란지그레이,"148,000",남,집업스럽디 않고 후드스러운게 딱 좋고 사이즈도 넉넉하게 좋아여,XL,187,80,-,-,커요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000357,MPEAK,라떼 프렌즈 에어팟/프로/3세대/프로 2세대 클리어 케이스(UV),"16,900",-,이쁘고 굉장히 튼튼 합니다!!!에어팟 프로 2 에 딱 맞아요,밀크/에어팟 프로 2세대,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000357,MPEAK,라떼 프렌즈 에어팟/프로/3세대/프로 2세대 클리어 케이스(UV),"16,900",-,케이스가 에어팟 프로 2에 딱 맞아요가끔 겸용으로 나와서 크기는 맞으나 구멍이 안맞을 때도 있는데 이건 딱 맞아서 좋아요,밀크/에어팟 프로 2세대,0,0,빨라요,꼼꼼해요,-,-,-,-,-,-,-,-,-,-
3000358,DEARSTALKER,WANT BERMUDA PANTS (원트 버뮤다 팬츠) - MINT,"59,600",여,옷 재질이 탄탄하고  좋음 근데 색이 조금 매치에서 입기 힘들 거 같긴 함,FREE,160,45,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000359,DEARSTALKER,WANT BERMUDA PANTS (원트 버뮤다 팬츠) - BLACK,"59,600",-,보이는 것보다 통이 넓은 것은 알아두셔야할듯요예쁘긴해요,FREE,0,0,빨라요,꼼꼼해요,커요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000361,DEARSTALKER,WANT BERMUDA PANTS (원트 버뮤다 팬츠) - NAVY,"59,600",-,생각보다 탄탄해요 그래서 옷 모양을 손으로 잡아줘야 이뻐요 색감도 찐남색이라 이쁘네용 사이즈도 좋고 또 이런 숏팬츠 나오면 사고싶어요 머리끈도 받았는데 너무 귀여워영 빨리 여름돼서 입고싶엉요,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3000363,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - BLACK,"78,000",여,키작아서 좀 길지만 밑단스트링 으로 조절 할 수있어서 잘 좋아요. 픽이 너무 이쁘고 아무데나 찰떡 어울립니다. 맨날 입고있어요.,FREE,152,48,빨라요,꼼꼼해요,커요,보통이에요,선명해요,보통이에요,-,-,-,-,-,-
3000364,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - PINK,"78,000",-,길이가 짧은게 아쉬워요ㅠ 두께도 봄가을용으로 좋고 색깔도 밝은 핑크라 너무 이쁜데 말이죠,FREE,0,0,빨라요,꼼꼼해요,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000365,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - LIGHT GREY,"78,000",여,허리 딱 맞고 기장도 좋고 품도 넉넉해서 좋아요안에 원단이 좀 까끌거려요,FREE,159,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000365,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - LIGHT GREY,"78,000",여,허리 딱 맞고 기장도 좋고 품도 넉넉해서 좋아요안에 원단이 좀 까끌거려요여자꺼이긴한데 남자 M/L입으시는분도 가능해요,FREE,159,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000365,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - LIGHT GREY,"78,000",여,길이가 좀 더 길었으면 좋겠어요 핏이 애매하게 나와여,FREE,158,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000365,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - LIGHT GREY,"78,000",여,길이가 좀 더 길었으면 좋겠어요 핏이 애매하게 나와여,FREE,158,49,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000365,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - LIGHT GREY,"78,000",여,허리 딱 맞고 기장도 좋고 품도 넉넉해서 좋아요안에 원단이 좀 까끌거려요,FREE,159,50,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000365,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - LIGHT GREY,"78,000",여,진심 너무 이쁘고 자주 입고 있습니다 밑에 끈도 있어서 더 좋음,FREE,167,50,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000366,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - BLUE,"78,000",여,바지 핏도 예쁘고 색상도 실물로 보니 훨씬 선명하고 예쁘네요~~~강추합니다,FREE,164,56,-,-,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000366,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - BLUE,"78,000",여,바지 기장도 스트링이 있어 조절할수있고  핏이 너무 예뻐요~~~,FREE,164,56,-,-,보통이에요,밝아요,선명해요,보통이에요,-,-,-,-,-,-
3000366,DEARSTALKER,BUDDY STRING PANTS (버디 스트링 팬츠) - BLUE,"78,000",여,사이즈가 너무너무 커서 도저히 저는 못 입겠어서 아빠 드렸는데 아빠도 조금 크네요.. 오버사이즈라고 해도 기장도 길고 품도 엄청 커서 여자 사이즈가 맞나 싶어요,FREE,161,49,-,-,커요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000371,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BEIGE,"78,000",여,이가격에 이만한 재질의  옷을 찾기 어려울정도로  좋네여.  단지  사이즈가  허리28인 나에게는 딱인데 허벅지 밑으로는 완전 통입니다.,FREE,161,60,-,-,커요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3000371,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BEIGE,"78,000",-,길이는 좀 수선했어요 깔끔하고 조아요디어스토커 바지는 믿고사요 ო̤̫,FREE,0,0,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000371,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BEIGE,"78,000",여,재질이며 스타일은 좋아여 단지  완전 통자라서 부해보입니다,FREE,161,60,-,-,커요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3000371,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BEIGE,"78,000",-,길이는 좀 수선했어요 깔끔하고 조아요디어스토커 바지는 믿고사요 ო̤̫,FREE,0,0,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000371,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BEIGE,"78,000",남,폰트 트라우저랑 다르게 꽤 두툼하고 데님이라고하기에는 애매하고 치노팬츠라기에는 원단이 탄탄하고 그 중간정도 그래서 엄청 마음에듭니다  사실 치노팬츠는 구매해도잘안입게되었는데  이건 데님느낌도있어서 잘 입어질것같고  색은 화면과 동일합니다  폰트 옷과 같이 구김없이와서 기분이 좋아요  항상 검수를 꼼꼼히하고 보내주시는것같아요  제 키가 167인데 길이가 길지도짧지도않고 무슨 맞춤옷같아요 내려입으면길겠지만  내려입으면 핏이 조금  엉덩이부분이 ㅎㅎ 잘입을게요,FREE,167,48,-,-,보통이에요,보통이에요,보통이에요,두꺼워요,-,-,-,-,-,-
3000371,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BEIGE,"78,000",여,베이지색에  완전통짜를 원하시는분께 강추입니다. 키가161이라 그런지 스퇄이 살지는 않네여,FREE,161,60,-,-,커요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3000373,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BLACK,"78,000",-,길이는 좀 수선했어요 깔끔하고 조아요디어스토커 바지는 믿고사요 ო̤̫,FREE,0,0,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000373,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BLACK,"78,000",여,허리가 딱 맞지만 뒷밴딩이 있어 잘 입을 것 같습니다. 두께감이 있어 지금 계절에 입으면 좋을 것 같아요.,FREE,157,60,-,-,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3000373,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BLACK,"78,000",-,길이는 좀 수선했어요 깔끔하고 조아요디어스토커 바지는 믿고사요 ო̤̫,FREE,0,0,-,-,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000373,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BLACK,"78,000",여,허리가 딱 맞지만 뒷밴딩이 있어 잘 입을 것 같습니다. 두께감도 있어서 지금 입기 좋을 것 같아요.,FREE,157,60,-,-,보통이에요,보통이에요,선명해요,두꺼워요,-,-,-,-,-,-
3000373,DEARSTALKER,GANT PINTUCK PANTS (간트 핀턱 팬츠) - BLACK,"78,000",남,바지가 흘러내릴정도는아닌데 커요 와이드핏인데 살짝 종아리부분이 부츠컷으로빠져서 핏이참예쁩니다  한파 제외하고 입을수있고 한여름에는더울옷이에요 저는 폰트팬츠도 구매해서  폰트팬츠는 더울때입고 이옷은 겨울용으로 잘 입을것같아요 옷감이탄탄하고좋아요 뒷 허리밴딩으로 통통하신분들도 잘맞을것같아요,FREE,167,48,-,-,커요,보통이에요,보통이에요,두꺼워요,-,-,-,-,-,-
3000376,ZETES,남성 이지핏 5부 수영복 팬츠 실내 수영복 M_3A955,"30,800",남,크지않을까 걱정했는데 너무 딱맞아서 큰 걸로 바꿀까 살짝 고민했는데 그냥입으려구요. 무신사슬랙스 33 입으시는 분은 105xxl 이상 입으시길.,XXL(105),175,77,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3000376,ZETES,남성 이지핏 5부 수영복 팬츠 실내 수영복 M_3A955,"30,800",남,유명브랜드 수영복과 비교해도 퀄리티 좋아요~!! 강추합니다~^^,M(90),178,63,-,-,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-,-
3000380,DEARSTALKER,MELLO KNIT CARDIGAN (멜로 니트 가디건) - NAVY,"78,000",여,데일리로입기편한가디건이요 생각보다포불도안일고재질짱짱해요,FREE,160,50,빨라요,꼼꼼해요,보통이에요,어두워요,선명해요,보통이에요,-,-,-,-,-,-
3000380,DEARSTALKER,MELLO KNIT CARDIGAN (멜로 니트 가디건) - NAVY,"78,000",여,"색감은 좋아하는 네이비컬러라 만족이에요.노란끼없는 네이비 컬러를 좋아합니다. 촉감도 보돌보돌 이정도면 좋아요. 기장감이나 소매 전체적인 폼 너무 마음에 듭니다. 두께감도 적당해서 이너로도 아우터로도 손색없습니다. 버튼이 아주 라이트한 화이트라 포켓의 화이트 스티치와 잘 맞긴합니다만,옷의 분위기가 자칫 가벼워질 수 있는 것 같아 조금 아쉽습니다.다 마음에 드는데 별점을 네개만 준건.. 랍빠처리가 좀 아쉬워서요. 네크부터 앞여밈 와끼 밑단까지 한번, 다시 꼬리를 물고 와끼밑단부터 네크까지 두번에 나누어져 마감되어 있는데요. 한쪽은 네크에서 합봉되어 있어서 오버록 처리가 보이고,반대쪽은 와끼 밑단이서 오버록 처리가 보여요.밑단은 신경이 안쓰이는데 넥은 자꾸 신경쓰인 달까요…요즘 옷은 공정을 살짝 더 간단히 하려고 물론 이런식으로 하는 걸 알지만 그래도 아쉬워유.",FREE,164,46,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
3000380,DEARSTALKER,MELLO KNIT CARDIGAN (멜로 니트 가디건) - NAVY,"78,000",-,만족합니다 예상대로 괜찮네요 좋아요 추천합니다,FREE,0,0,빨라요,꼼꼼해요,보통이에요,보통이에요,보통이에요,보통이에요,-,-,-,-,-,-
